app_id,app_name,review_text,review_score,review_votes
10,Counter-Strike,Arruinou minha vida.,1,0
10,Counter-Strike,"Esta será mais uma análise do tipo “minha experiência com este jogo”, porque dizer coisas como “ótima jogabilidade” não combinará com algo que experimentei com Counter-Strike. Aqui está: lembro que em 2002 eu estava na casa de um amigo e ele estava jogando. Eu não sabia o nome do jogo nem tinha internet para encontrá-lo. Algumas semanas se passaram e outro amigo apareceu. Ele não tinha computador, então trouxe um disco com um jogo. Ele me disse que era um dos melhores jogos e desde aquele momento eu soube que seria o jogo que vi na casa do outro amigo. Quando vi o logo do Counter-Strike fiquei cheio de gamegasmo (?) e fiquei muito feliz. Eu estava jogando hardcore. Fiz amigos, clãs, me envolvi em comunidades e até fiz dois. Counter-Strike é meu primeiro jogo que joguei competitivamente e foi uma grande experiência. Jogar em servidores públicos com mods foi muito divertido, mas jogar competitivamente tornou tudo muito intenso e estressante. De uma forma agradável, claro. Olhando para o cenário atual do e-sport, pode não parecer muito, mas naquela época era diferente.  Os atiradores hoje em dia tentam ser diferentes, de certa forma avançados. Às vezes, os jogos mais simples como Counter-Strike são os que sobrevivem até hoje. Além disso, existem muitos mods para manter sua atenção neste jogo. A jogabilidade é muito simples: defenda-se como Contra-Terrorista, ataque como Terrorista para plantar a bomba ou salve os reféns como CT. Tenho certeza que a maioria de vocês já sabe disso e duvido que existam jogadores que não tenham ouvido ou conheçam a jogabilidade do Counter-Strike, então estou compartilhando aqui mais da minha experiência.  Eu gostaria de encontrar minha conta CS Anthology, que perdi desde 2008. Então, decidi que vou comprar este jogo novamente e aqui está - mais de mil horas jogadas. Eu ainda toco de vez em quando até hoje e ele traz de volta muitas ótimas lembranças e às vezes até tropeço em pessoas com quem joguei anos atrás. Acho que o Counter-Strike mudou muito os jogos e não teríamos muitos jogos como temos hoje, se este jogo não existisse.   Tenho certeza de que muitas pessoas já jogaram jogos como CS:GO, mas nunca o Roots. Duvido que algum de vocês jogue por mais de uma hora, porque é muito mais simples e difere muito na minha opinião do CS:GO e dos jogos modernos. Mas é mais difícil.",1,1
10,Counter-Strike,Este jogo salvou minha virgindade.,1,0
10,Counter-Strike,• Você gosta de jogos originais? • Você gosta de jogos que não demoram? • Você gosta de jogos que podem rodar em PCs de baixo custo? • Você gosta de jogos onde não conhece crianças que dormiram com sua mãe?  Então isto é para você!,1,0
10,Counter-Strike,"Fácil de aprender, difícil de dominar.",1,1
10,Counter-Strike,"Sem revólver r8, 10/10 vai jogar novamente.",1,1
10,Counter-Strike,Ainda melhor que Call of Duty: Ghosts...,1,1
10,Counter-Strike,"não posso comprar skins, estojos, chaves, adesivos - gaben não posso roubar nosso dinheiro 10/10 jogaria novamente",1,1
10,Counter-Strike,"Counter-Strike: Ok, depois de 9 anos de diversão ilimitada com amigos, finalmente desisti do Counter-Strike. Counter strike, em todas as suas versões, é um ótimo jogo FPS que qualquer um pode curtir. É um ótimo jogo e tudo, você simplesmente não consegue parar de jogar, você pode simplesmente sentar e jogar com seus amigos por dias sem parar. A enorme opção de armamento que você pode escolher e a suavidade e o som do jogo, é simplesmente viciante. Com estes jogos conheci muitas pessoas diferentes e amigos únicos. Este jogo é literalmente G(OLD). A todos os jovens jogadores que procuram um jogo bom e divertido para jogar com os amigos, recomendo vivamente. Eu tenho (com registro no Steam) um recorde de 2.484 horas em contra-ataque NO TOTTAL... e quem sabe quantas horas a mais em uma versão Steam não oficial deste jogo... Ótimo jogo. GG WP. E também a todas as pessoas que continuarão jogando este jogo, tudo o que posso dizer, como sempre, GL &amp; IC &lt;3",1,1
10,Counter-Strike,Cada servidor é espanhol ou francês. Agora posso xingar fluentemente em ambos os idiomas 9/10,1,0
10,Counter-Strike,Simulador de Fogo no Buraco 1999,1,0
10,Counter-Strike,"Nunca joguei um jogo de tiro em primeira pessoa melhor. Os gráficos não importam para o jogador, apenas a jogabilidade.",1,1
10,Counter-Strike,"AVISO: NÃO compre este jogo, se o fizer, nunca mais verá a luz do sol!",1,1
10,Counter-Strike,"CS é um dos maiores e mais prejudicados jogos da história. É, na minha opinião, o melhor jogo que já teve uma mira. Não é um esporte de contato, portanto, para as meninas, é uma atividade a ser praticada. Começa com um time tentando matar outro time.   Comecei a jogar CS quando percebi que bater punheta não é a única atividade que se pode fazer no computador. Comecei a convidar muitos amigos para sair e comprar bebidas, além de um aparelho de som, para passar um lindo dia de verão na sala jogando esse jogo maravilhoso. Eu queria jogar todas as chances que pudesse. No meu caminho de aventuras no CS, encontrei alguns problemas; sendo que ninguém era tão fervoroso quanto eu em tocar e que, quando tocávamos, ninguém era bom o suficiente, então não foi muito divertido.  Então descobri que poderia me inscrever em um curso com dboorn. Fiquei muito animado e me inscrevi, mas com ceticismo sobre como seria a aula. Com certeza, foi provado que eu estava errado. Começamos praticando um pouco. Depois nos dividimos em times e começamos a jogar quase todos os dias da aula. Fiz alguns amigos e joguei com pessoas que desenvolveram suas habilidades gradualmente ao longo do curso.  Quando jogo contra-ataque, o mundo inteiro desaparece. Somente eu, o rato e meus companheiros permanecemos. Estamos unidos em um objetivo comum. Nós nos esforçamos coletivamente para atingir um fim que todos desejamos. Cada jogador tem um lugar para ocupar. Eles estão prontos e esperando, ansiosos pela chance de ajudar o time no que esperam ser uma vitória futura. Assim, o CS celebra a unidade do homem, o espírito indomável que existe em todos nós e que nos empurra e nos impulsiona para a excelência. Quando jogo CS, jogo até minhas veias bombearem ácido de bateria e depois jogo mais um pouco.  CS é único entre os jogos porque ensina a todos nós que não importa onde estejamos na vida, há um papel a desempenhar e podemos ajudar os nossos semelhantes, cumprindo esse papel e, portanto, o nosso destino. Que destino você pode perguntar? Falei antes de unidade. E é essa unidade que nos une como uma grande família amorosa. Essa é a natureza do contra-ataque; os muitos trabalhando como um só. Uma máquina feita de engrenagens e rodas bem lubrificadas, movendo-se em uníssono, felizes em desempenhar o seu papel na produção de algo maior do que eles próprios. Não que esses pequenos objetos de metal sejam realmente animados; é claro que estou falando apenas metaforicamente.  Ao longo dos anos, minhas habilidades aumentaram, mas aprendi uma lição maior do que como ser um jogador de CS melhor. Aprendi como cooperar com uma equipe para atingir uma meta que todos compartilhamos. Mesmo que essa equipe não seja a ideal. Percebi que CS envolve mais do que apenas a habilidade atlética. Em vez disso, há um significado mais profundo por trás do potro, do AK, do AWP, da águia, das areias sob meus pés (em d2 ou inferno). E o mais importante, os companheiros ao meu lado. Eu os amo. É o elemento humano do CS que dá ao CS sua grandeza.  Concluindo, adoro cs. Eu adoro vencer. Adoro me forçar aos meus limites físicos. Foi esse sentimento que primeiro me levou ao computador. Para cada segundo que não estou jogando cs, há apenas uma sede insaciável de jogar. Uma sede que cresce a cada minuto que passa quando estou ao ar livre, sentado diante da televisão ou praticando esportes. Eu me diverti muito jogando este jogo e voltarei para olhar para os futuros alunos deste jogo e ver aquele olhar brilhante e ansioso em seus rostos para me lembrar de como eu costumava me sentir. Esta review pode ter acabado, este jogo pode estar morto, mas nunca vou parar de jogar counter-strike (1.6).",1,1
10,Counter-Strike,Está... certo.,1,1
10,Counter-Strike,Conheci muitas pessoas que dormiram com minha mãe. 10/10,1,1
10,Counter-Strike,Arruinou minha vida. 10/10,1,1
10,Counter-Strike,"Ao se agachar, você levanta os pés no ar e cai no chão. Está tudo bem.",1,1
10,Counter-Strike,Melhor atirador em 10 anos. O Steam evoluiu por causa deste jogo.,1,0
10,Counter-Strike,"Um dos melhores jogos FPS, a versão 1.6 ficará para sempre em nossos corações. Eu o recomendo para todos que desejam um jogo de tiro tático/ação.",1,1
10,Counter-Strike,"Muitos jogadores aprenderam aqui o que significam termos conhecidos como lag, noob ou ragequit. Oh, como sinto falta dos velhos 1,6 dias.   9/10",1,1
10,Counter-Strike,Jogando desde 2010. Ainda é ruim nisso.   10/10 Melhor jogo da série CS.,1,1
10,Counter-Strike,Este jogo é o melhor jogo para sempre &lt;3,1,1
10,Counter-Strike,"Culpe este jogo pela ascensão do moderno jogo de tiro militar multijogador online. Bom jogo, ótimos mapas personalizados, comunidade terrível. Não mudou muita coisa desde 2000, não é?  Não acho que alguém ainda jogue esta versão específica do CS.  Editar: espere, há mais de 8.000 pessoas no jogo agora. Uau... acho que tenho que dar um 'sim' porque não está morto.",1,1
10,Counter-Strike,"2006 4:3 800x600 Resolução Windows XP 2001 computador de escritório, totalmente branco Teclado branco, caracteres cinza Mouse branco, roda de rolagem cinza Biblioteca pública Metade das pessoas na sala estão jogando cs Depois de mais de uma década depois, este jogo ainda está vivo.",1,1
10,Counter-Strike,Melhor jogo de todos os tempos! Comecei meu vício em jogos :D,1,1
10,Counter-Strike,Provavelmente o melhor jogo de tiro FPS já feito. Nada pode vencer o Counter-Strike 1.6.,1,0
10,Counter-Strike,Jogando esse jogo desde 2001. Arruinou minha vida. Cinco estrelas.,1,0
10,Counter-Strike,"Atualize minha análise com alguma publicidade vergonhosa 10/05/2016: Olá leitores. Agora estou hospedando um servidor no CS 1.6 onde você pode jogar e aproveitar as experiências divertidas que tive naquela época.   As rotações dos mapas variam entre mapas de Veículo, Mira, Surf, Faca, Desativação e Reféns! Endereço IP: 173.199.73.78:27025 Revisão 21/10/2014: Jogo este jogo desde os 6 anos de idade em 2002 e ainda me faz rir e me divertir sempre que o lanço até hoje. Mais de 12 anos de entretenimento sem fim. Nenhum outro jogo neste planeta me proporcionou mais entretenimento e diversão do que o Counter-Strike 1.6 e duvido que nenhum jogo o faça.  A razão pela qual só tenho 38 horas aqui é porque não uso mais a conta em que joguei cs 1.6 originalmente.   func_vehicle é o que torna este jogo Counter Strike o melhor de todos os outros da franquia.  Encontre um servidor que tenha mapas de carros ou mapas com entidades func_vehicle e você se divertirá sem parar atropelando companheiros de equipe e inimigos em todos os tipos de veículos hilariantes e patetas, sem se importar com o mundo.  Você pode enfiar um garfo com uma almôndega na ponta. Preciso dizer mais?  Os mods deste jogo também são incríveis. Existe um mod onde você pode capturar pokémons, aumentá-los de nível, treiná-los e usar suas habilidades. Mod Call of Duty que é surpreendentemente melhor do que o próprio bacalhau, mods Warcraft, mods zumbis, construtor de base e assim por diante... Existe até um mapa para o modo de jogo jailbreak que possui motos de neve dirigíveis.   1337/10 Leet tripulação 5 lyf Chuta ♥♥♥ do csgo por uma milha. Esqueci como é bom bater na parede neste jogo.  P.S - CS 1.6 é o único jogo de Counter Strike onde você pode atirar na cabeça com uma faca ou comprar Riot Shields. Aproveitar!  Ah, sim, você também não precisa pagar para usar sprays neste jogo.",1,1
10,Counter-Strike,"Bom, olhando minhas horas jogadas você já consegue perceber se é um bom jogo ou não.         (É SIM)",1,1
10,Counter-Strike,Ainda melhor que Call of Duty!,1,1
10,Counter-Strike,NÃO ESQUECEREMOS 1.6,1,1
10,Counter-Strike,"não joguei muito, mas parece ok.",1,1
10,Counter-Strike,"Em primeiro lugar, é meu primeiro jogo online. Eu era muito jovem e jogava partidas em LAN com meus amigos, às vezes para me divertir, às vezes com apostas que o perdedor tratava de bebidas. xD Este jogo é a razão pela qual fiz minha mãe me comprar um PC para jogar em minha casa. Com o tempo aprendo como fazer modding em servidores CS 1.6, plugins e mais coisas sobre PC. Depois disso aprendo como mirar na cabeça do inimigo, como atirar dentro das paredes, como ouvir os passos de alguém e COMO LUTAR!!! Eu joguei muitos jogos FPS (tiro em primeira pessoa) que me chamaram de hacker da minha matança rápida. Tive tantos momentos bons e ruins naquele jogo que nunca esquecerei. Para outros é apenas um jogo para mim foi a MINHA VIDA! Esta não foi uma crítica, mas uma pequena história.  ENTÃO COUNTER-STRIKE FTW ♥♥♥♥♥♥ES!!",1,1
10,Counter-Strike,"Após 14 anos de existência, este jogo lendário ainda está no top 10 multijogadores mais jogados do mundo no Steam.   Ao ganhar muito dinheiro com as vendas do Counter-Strike, a Valve mostra seu agradecimento aos jogadores que compraram o jogo por ainda não mantê-lo e tratá-lo como se ele nem existisse. Ainda mais, a partir de fevereiro de 2013, a Valve lançou algumas pequenas atualizações para Counter-Strike que intencionalmente criaram problemas para o jogo (parando repentinamente depois) para que os jogadores fossem forçados a migrar e comprar CS:GO (que atualmente tem e provavelmente continuará tendo grandes problemas como quedas de fps e detecção incorreta de acertos - problema presente em todos os multijogadores baseados no motor Source desde 2004).  Parabéns, Válvula.    Contando os jogadores que migraram ou jogam a versão não-Steam do Counter-Strike, o jogo ainda hoje se classifica facilmente entre os 5 multiplayers mais jogados do mundo.",1,0
10,Counter-Strike,"Velho, mas dourado.",1,1
10,Counter-Strike,"Velho, mas dourado",1,1
